Smiles,IDs,IC50 Count,Kd Count,EC50 Count,pIC50 Min,pIC50 Max,pIC50 Mean,pIC50 Median,pKd Min,pKd Max,pKd Mean,pKd Median,pEC50 Min,pEC50 Max,pEC50 Mean,pEC50 Median,Phenotype,Modulator
Cc1c(N(Cc2ccc(OCC3CC3)c(Cl)c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682565,1,0,0,7.698970004,7.698970004,7.698970004,7.698970004,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CC3)c(Cl)c2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291712,1,0,0,7.698970004,7.698970004,7.698970004,7.698970004,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CC3)c(F)c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682564,1,0,0,7.585026652,7.585026652,7.585026652,7.585026652,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CC3)c(F)c2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291711,1,0,0,7.585026652,7.585026652,7.585026652,7.585026652,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CC3)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682559,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CC3)cc2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291706,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CCC3)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682560,1,0,0,7.431798276,7.431798276,7.431798276,7.431798276,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CCC3)cc2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291707,1,0,0,7.431798276,7.431798276,7.431798276,7.431798276,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CCCC3)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682561,1,0,0,7.040958608,7.040958608,7.040958608,7.040958608,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(OCC3CCCC3)cc2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291708,1,0,0,7.040958608,7.040958608,7.040958608,7.040958608,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(S(=O)(=O)C(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433565,1,0,0,9.045757491,9.045757491,9.045757491,9.045757491,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(S(C)(=O)=O)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433563,1,0,0,7.207608311,7.207608311,7.207608311,7.207608311,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc(SC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433592,1,0,0,9,9,9,9,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3[nH]cc(Cl)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687407, 291860",2,0,0,6.282329497,6.282329497,6.282329497,6.282329497,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)c(Cl)cn3C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687408, 291861",2,0,0,7.920818754,7.920818754,7.920818754,7.920818754,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CC(C)(C)C3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682569, 291716",2,0,0,8.080921908,8.080921908,8.080921908,8.080921908,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CC(C)(C)O3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682575, 291722",2,0,0,7.744727495,7.744727495,7.744727495,7.744727495,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CCC3(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682568, 291715",2,0,0,8.886056648,8.886056648,8.886056648,8.886056648,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CCC3(O)C(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687345, 291797",2,0,0,7.107905397,7.107905397,7.107905397,7.107905397,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682567, 291714",2,0,0,8.091514981,8.091514981,8.091514981,8.091514981,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)CCCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682566, 291713",2,0,0,8.327902142,8.327902142,8.327902142,8.327902142,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)COC3(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682577, 291725",2,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)OC(C)(C)C3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682576, 291723",2,0,0,7.236572006,7.236572006,7.236572006,7.236572006,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)OC(F)(F)O3)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433590,1,0,0,8.698970004,8.698970004,8.698970004,8.698970004,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)OCC3(C)C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3639814,1,0,0,8.27572413,8.27572413,8.27572413,8.27572413,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)OCC3(C)C)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291724,1,0,0,8.27572413,8.27572413,8.27572413,8.27572413,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433589,1,0,0,8.698970004,8.698970004,8.698970004,8.698970004,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(Cl)c[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682598, 291746",2,0,0,7.823908741,7.823908741,7.823908741,7.823908741,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(Cl)cn(C)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682599, 291747",2,0,0,7.244125144,7.244125144,7.244125144,7.244125144,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3c(Cl)n[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687348, 291800",2,0,0,7.677780705,7.677780705,7.677780705,7.677780705,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3cc[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682596, 291744",2,0,0,7.26760624,7.26760624,7.26760624,7.26760624,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3ccccc3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682555, 291702",2,0,0,8.065501549,8.065501549,8.065501549,8.065501549,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3ccn(C)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682597, 291745",2,0,0,7.036212173,7.036212173,7.036212173,7.036212173,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccc3cn[nH]c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687350, 291802",2,0,0,6.221125528,6.221125528,6.221125528,6.221125528,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(C(F)(F)C3CC3)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687376, 291829",2,0,0,7.508638306,7.508638306,7.508638306,7.508638306,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433562,1,0,0,9,9,9,9,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)nc2ccc(Cl)cn12,309556,1,0,0,7.73754891,7.73754891,7.73754891,7.73754891,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)C2CC2)sc2ccccc12,433789,1,0,0,8.142667504,8.142667504,8.142667504,8.142667504,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)c2ccccc2)nc2ccc(Cl)cn12,309557,1,0,0,7.408935393,7.408935393,7.408935393,7.408935393,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)CCC(=O)O)sc2ccccc12,433781,1,0,0,7.596879479,7.596879479,7.596879479,7.596879479,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)CCC(C)(C)O)sc2ccccc12,433782,1,0,0,7.557520231,7.557520231,7.557520231,7.557520231,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)CCCBr)sc2ccccc12,433788,1,0,0,7.356547324,7.356547324,7.356547324,7.356547324,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)CCCn2ccnc2)sc2ccccc12,433796,1,0,0,6.971022295,6.971022295,6.971022295,6.971022295,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc(OC(F)(F)F)c2)S(=O)(=O)CCCO)sc2ccccc12,433783,1,0,0,7.655607726,7.655607726,7.655607726,7.655607726,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3ccccc23)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682554, 291701",2,0,0,7.187086643,7.187086643,7.187086643,7.187086643,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2ccc3ncccc3c2)sc2ccccc12,433184,1,0,0,7.431798276,7.431798276,7.431798276,7.431798276,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2cccc3cccnc23)sc2ccccc12,433174,1,0,0,7.494850022,7.494850022,7.494850022,7.494850022,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2cccc3cnccc23)sc2ccccc12,433181,1,0,0,7.48148606,7.48148606,7.48148606,7.48148606,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2cccnc2)sc2ccccc12,433167,1,0,0,7.723538196,7.723538196,7.723538196,7.723538196,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2ccsc2)sc2ccccc12,433170,1,0,0,7.657577319,7.657577319,7.657577319,7.657577319,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cccc3cccnc23)S(=O)(=O)c2cn(C)cn2)sc2ccccc12,433163,1,0,0,6.640164518,6.640164518,6.640164518,6.640164518,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3682548,1,0,0,7.031517051,7.031517051,7.031517051,7.031517051,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(C2CC2)c2ccccc12,"CHEMBL3682616, 291764",2,0,0,7.920818754,7.920818754,7.920818754,7.920818754,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433557,1,0,0,8.397940009,8.397940009,8.397940009,8.397940009,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291695,1,0,0,7.031517051,7.031517051,7.031517051,7.031517051,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(F)c(F)c2)sc2ccccc12,433838,1,0,0,7.602059991,7.602059991,7.602059991,7.602059991,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ccccn2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433566,1,0,0,7.259637311,7.259637311,7.259637311,7.259637311,,,,,,,,,Active,Antagonist
Cc1c(N(CC2CCCN2C(=O)OC(C)(C)C)S(=O)(=O)c2ccccc2)sc2ccccc12,433251,1,0,0,7.041914151,7.041914151,7.041914151,7.041914151,,,,,,,,,Active,Antagonist
Cc1c(N(CC2CCN(c3ccccc3)CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682579, 291727",2,0,0,7.102372909,7.102372909,7.102372909,7.102372909,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cnc3ccccc3c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3687335,1,0,0,6.779891912,6.779891912,6.779891912,6.779891912,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2cnc3ccccc3c2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291787,1,0,0,6.779891912,6.779891912,6.779891912,6.779891912,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2nc3ccccc3o2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3682604, 291752",2,0,0,6.709965389,6.709965389,6.709965389,6.709965389,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ncc(CC3CC3)cn2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,CHEMBL3687336,1,0,0,6.249491605,6.249491605,6.249491605,6.249491605,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2ncc(CC3CC3)cn2)S(=O)(=O)c2ccc(C(=O)O[Na])cc2)ncc2ccccc12,291788,1,0,0,6.249491605,6.249491605,6.249491605,6.249491605,,,,,,,,,Active,Antagonist
Cc1c(N(Cc2sc3ccccc3c2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687368, 291821",2,0,0,8.337242168,8.337242168,8.337242168,8.337242168,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433498,1,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2F)sc2ccccc12,433645,1,0,0,8.214670165,8.214670165,8.214670165,8.214670165,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(C3=NOS(=O)N3)cc2)sc2ccccc12,433651,1,0,0,7.512861625,7.512861625,7.512861625,7.512861625,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(-c3nnn[nH]3)cc2)sc2ccccc12,433630,1,0,0,7.779891912,7.779891912,7.779891912,7.779891912,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(-c3noc(=O)[nH]3)cc2)sc2ccccc12,433652,1,0,0,7.793174124,7.793174124,7.793174124,7.793174124,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(-c3nsc(=O)[nH]3)cc2)sc2ccccc12,433684,1,0,0,7.913640169,7.913640169,7.913640169,7.913640169,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2cccc(C#N)c2)sc2ccccc12,433613,1,0,0,7.725842151,7.725842151,7.725842151,7.725842151,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)c2ccccc2)sc2ccccc12,433665,1,0,0,8.13667714,8.13667714,8.13667714,8.13667714,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(=O)(=O)CC(F)(F)F)sc2ccccc12,433706,1,0,0,7.462180905,7.462180905,7.462180905,7.462180905,,,,,,,,,Active,Antagonist
Cc1c(N(CCC(F)(F)F)S(C)(=O)=O)sc2ccccc12,433466,1,0,0,7.356547324,7.356547324,7.356547324,7.356547324,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433492,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(C(=O)O)cc2F)sc2ccccc12,433644,1,0,0,8.37675071,8.37675071,8.37675071,8.37675071,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(C3=NOS(=O)N3)cc2)sc2ccccc12,433661,1,0,0,7.835647144,7.835647144,7.835647144,7.835647144,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(-c3nnn[nH]3)cc2)sc2ccccc12,433629,1,0,0,8.180456064,8.180456064,8.180456064,8.180456064,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(-c3nnn[nH]3)nc2)sc2ccccc12,433819,1,0,0,7.954677021,7.954677021,7.954677021,7.954677021,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(-c3noc(=O)[nH]3)cc2)sc2ccccc12,433663,1,0,0,8.180456064,8.180456064,8.180456064,8.180456064,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(-c3noc(=O)[nH]3)nc2)sc2ccccc12,433822,1,0,0,8.22184875,8.22184875,8.22184875,8.22184875,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(-c3nsc(=O)[nH]3)cc2)sc2ccccc12,433688,1,0,0,7.853871964,7.853871964,7.853871964,7.853871964,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(N(C)C)cc2)sc2ccccc12,433765,1,0,0,8.050609993,8.050609993,8.050609993,8.050609993,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(N3CCOCC3)cc2)sc2ccccc12,433767,1,0,0,7.761953897,7.761953897,7.761953897,7.761953897,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccc(N3CCOCC3)nc2)sc2ccccc12,433813,1,0,0,7.444905551,7.444905551,7.444905551,7.444905551,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2cccc(C#N)c2)sc2ccccc12,433612,1,0,0,7.798602876,7.798602876,7.798602876,7.798602876,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2ccccc2)sc2ccccc12,433664,1,0,0,8.13076828,8.13076828,8.13076828,8.13076828,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2cnc(N(C)C)cc2N)sc2ccccc12,433802,1,0,0,7.812479279,7.812479279,7.812479279,7.812479279,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2nc3ccccc3[nH]2)sc2ccccc12,433755,1,0,0,7.04431225,7.04431225,7.04431225,7.04431225,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)c2nc3ccccc3n2C)sc2ccccc12,433769,1,0,0,7.07109231,7.07109231,7.07109231,7.07109231,,,,,,,,,Active,Antagonist
Cc1c(N(CCC2CC2)S(=O)(=O)CC(F)(F)F)sc2ccccc12,433705,1,0,0,7.408935393,7.408935393,7.408935393,7.408935393,,,,,,,,,Active,Antagonist
Cc1c(N(CCc2ccccc2)S(=O)(=O)c2ccccc2)sc2ccccc12,433252,1,0,0,8.050609993,8.050609993,8.050609993,8.050609993,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2cc(F)ccc12,433511,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433499,1,0,0,7.769551079,7.769551079,7.769551079,7.769551079,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc(C(C)(C)O)cc2)sc2ccccc12,433471,1,0,0,8.045757491,8.045757491,8.045757491,8.045757491,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc(Oc3cccnc3)cc2)sc2ccccc12,433473,1,0,0,6.910094889,6.910094889,6.910094889,6.910094889,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc(Oc3ccncc3)cc2)sc2ccccc12,433472,1,0,0,7.568636236,7.568636236,7.568636236,7.568636236,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)sc2ccccc12,433478,1,0,0,7.769551079,7.769551079,7.769551079,7.769551079,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2cccc(C#N)c2)sc2ccccc12,433614,1,0,0,7.052566278,7.052566278,7.052566278,7.052566278,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)c2ccccc2)sc2ccccc12,433666,1,0,0,7.89279003,7.89279003,7.89279003,7.89279003,,,,,,,,,Active,Antagonist
Cc1c(N(CCCC(F)(F)F)S(=O)(=O)CC(F)(F)F)sc2ccccc12,433707,1,0,0,7.125518182,7.125518182,7.125518182,7.125518182,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433608,1,0,0,8.721246399,8.721246399,8.721246399,8.721246399,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2F)sc2ccccc12,433646,1,0,0,8.37675071,8.37675071,8.37675071,8.37675071,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(-c3n[nH]c(=O)[nH]3)cc2)sc2ccccc12,433826,1,0,0,8.431798276,8.431798276,8.431798276,8.431798276,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(-c3nn(C)c(=O)[nH]3)cc2)sc2ccccc12,433827,1,0,0,8.119186408,8.119186408,8.119186408,8.119186408,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(-c3nnn[nH]3)nc2)sc2ccccc12,433821,1,0,0,7.886056648,7.886056648,7.886056648,7.886056648,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(-c3noc(=O)[nH]3)nc2)sc2ccccc12,433824,1,0,0,8.161150909,8.161150909,8.161150909,8.161150909,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(-c3nsc(=O)[nH]3)cc2)sc2ccccc12,433687,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(N(C)C)cc2)sc2ccccc12,433770,1,0,0,8.27572413,8.27572413,8.27572413,8.27572413,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(N(C)C)nc2)sc2ccccc12,433803,1,0,0,7.826813732,7.826813732,7.826813732,7.826813732,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(N3CCOCC3)cc2)sc2ccccc12,433771,1,0,0,8.036212173,8.036212173,8.036212173,8.036212173,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(N3CCOCC3)nc2)sc2ccccc12,433804,1,0,0,7.586700236,7.586700236,7.586700236,7.586700236,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2cccc(C#N)c2)sc2ccccc12,433615,1,0,0,7.600326279,7.600326279,7.600326279,7.600326279,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2cccc3nccnc23)sc2ccccc12,433751,1,0,0,8.37675071,8.37675071,8.37675071,8.37675071,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccccc2)sc2ccccc12,433667,1,0,0,8.13076828,8.13076828,8.13076828,8.13076828,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)CC(F)(F)F)sc2ccccc12,433708,1,0,0,7.131943638,7.131943638,7.131943638,7.131943638,,,,,,,,,Active,Antagonist
Cc1c(N(CCCCC(F)(F)F)S(=O)(=O)CCC(=O)O)sc2ccccc12,433657,1,0,0,7.043351421,7.043351421,7.043351421,7.043351421,,,,,,,,,Active,Antagonist
Cc1c(N(CCCF)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433837,1,0,0,7.420216403,7.420216403,7.420216403,7.420216403,,,,,,,,,Active,Antagonist
Cc1c(N(CCCF)S(=O)(=O)c2ccc(F)c(F)c2)sc2ccccc12,433844,1,0,0,7.301029996,7.301029996,7.301029996,7.301029996,,,,,,,,,Active,Antagonist
Cc1c(N(CCCF)S(=O)(=O)c2ccccc2)sc2ccccc12,433832,1,0,0,7.677780705,7.677780705,7.677780705,7.677780705,,,,,,,,,Active,Antagonist
Cc1c(N(CCF)S(=O)(=O)c2ccccc2)sc2ccccc12,433831,1,0,0,7.207608311,7.207608311,7.207608311,7.207608311,,,,,,,,,Active,Antagonist
Cc1c(N(CCN2CCCCC2)S(=O)(=O)c2ccccc2)sc2ccccc12,433244,1,0,0,8.397940009,8.397940009,8.397940009,8.397940009,,,,,,,,,Active,Antagonist
Cc1c(N(CCN2CCOCC2)S(=O)(=O)c2ccccc2)sc2ccccc12,433243,1,0,0,8.22184875,8.22184875,8.22184875,8.22184875,,,,,,,,,Active,Antagonist
Cc1c(N(CCOC(C)(C)C)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433493,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
Cc1c(N(CCOC(C)(C)C)S(=O)(=O)c2ccccc2)sc2ccccc12,433248,1,0,0,8.167491087,8.167491087,8.167491087,8.167491087,,,,,,,,,Active,Antagonist
